@RELATION sentiment_analysis

@ATTRIBUTE cleaned_review STRING
@ATTRIBUTE sentiment {negative,positive}

@DATA
'phone came described looked brand newi couldnt find single scratch imperfection came charger also looked new packaging secure plastic cover phone screen protect far good easily able insert tmobile sim card get right using would highly recommend',positive
'bought phone 30 days ago far good bit leary purchasing used iphone things worked best product came unlocked configured att service decribed add scratches phone packaged original apple box accessories included looks works like brand new product definitely looks works better used iphones saw sale good luck',positive
'please need send e munozcirogmailcom cell phone bill comprela urgent need thanks',positive
'awesome havent figured technology differences 6s previous models like live photos phone still awesome',positive
'working perfectly good phone anyone sells rim products well recommend one best',positive
'love every thing ond phone bad thing get hot long phonecall',positive
'daughter loves phone',positive
'excelente',positive
'execelente',positive
'screen scratches easily band broke easily well',negative
'purchased samsung galaxy s4 smart phones one big box stores wifes phone stolen bought replacement knew expect phone seller spectacular deal five stars',positive
'updatein order fix sound issue go back menu power phone reboot android scroll check root rescan entire system scans reboot everything works like supposed far works fineive phone week previously owned quite blu phones previously vivo 5 vivo xl life xl studio 5 studio 6 looked forward one meet expectations except one phone stopped making sound receive text get fixed within next couple days id rate perfect 5 looks like ill sending back',positive
